,kategori,gejala,gejala_tokens,gejala_tokens_fdist,gejala_tokens_WSW,gejala_tokens_stemmed
386,perut,diare lemah perut sakit tubuh,"['diare', 'lemah', 'perut', 'sakit', 'tubuh']",<FreqDist with 5 samples and 5 outcomes>,"['diare', 'lemah', 'perut', 'tubuh']","['diare', 'lemah', 'perut', 'tubuh']"
387,jantung,atau denyut di jantung kehilangan kesadaran nyeri peningkatan perut rahang,"['atau', 'denyut', 'di', 'jantung', 'kehilangan', 'kesadaran', 'nyeri', 'peningkatan', 'perut', 'rahang']",<FreqDist with 10 samples and 10 outcomes>,"['denyut', 'jantung', 'kehilangan', 'kesadaran', 'nyeri', 'peningkatan', 'perut', 'rahang']","['denyut', 'jantung', 'hilang', 'sadar', 'nyeri', 'tingkat', 'perut', 'rahang']"
388,infeksi,atas biasa dibanding gelap kanan lebih perut sakit urine,"['atas', 'biasa', 'dibanding', 'gelap', 'kanan', 'lebih', 'perut', 'sakit', 'urine']",<FreqDist with 9 samples and 9 outcomes>,"['dibanding', 'gelap', 'kanan', 'perut', 'urine']","['banding', 'gelap', 'kanan', 'perut', 'urine']"
389,kulit dan kelamin,berwarna keras kulit luka merah nodul pada perubahan seperti sisik terdapat,"['berwarna', 'keras', 'kulit', 'luka', 'merah', 'nodul', 'pada', 'perubahan', 'seperti', 'sisik', 'terdapat']",<FreqDist with 11 samples and 11 outcomes>,"['berwarna', 'keras', 'kulit', 'luka', 'merah', 'nodul', 'perubahan', 'sisik']","['warna', 'keras', 'kulit', 'luka', 'merah', 'nodul', 'ubah', 'sisik']"
390,jantung,kepala mimisan napas sakit sesak,"['kepala', 'mimisan', 'napas', 'sakit', 'sesak']",<FreqDist with 5 samples and 5 outcomes>,"['kepala', 'mimisan', 'napas', 'sesak']","['kepala', 'mimisan', 'napas', 'sesak']"
391,kepala,berkomunikasi kesadaran lemah mampu penurunan tidak,"['berkomunikasi', 'kesadaran', 'lemah', 'mampu', 'penurunan', 'tidak']",<FreqDist with 6 samples and 6 outcomes>,"['berkomunikasi', 'kesadaran', 'lemah', 'penurunan']","['komunikasi', 'sadar', 'lemah', 'turun']"
392,kanker,kembung perut sakit sendawa,"['kembung', 'perut', 'sakit', 'sendawa']",<FreqDist with 4 samples and 4 outcomes>,"['kembung', 'perut', 'sendawa']","['kembung', 'perut', 'sendawa']"
393,infeksi,demam kelumpuhan nyeri otot,"['demam', 'kelumpuhan', 'nyeri', 'otot']",<FreqDist with 4 samples and 4 outcomes>,"['demam', 'kelumpuhan', 'nyeri', 'otot']","['demam', 'lumpuh', 'nyeri', 'otot']"
394,perut,kembung makan nafsu penuh perubahan perut terasa,"['kembung', 'makan', 'nafsu', 'penuh', 'perubahan', 'perut', 'terasa']",<FreqDist with 7 samples and 7 outcomes>,"['kembung', 'makan', 'nafsu', 'penuh', 'perubahan', 'perut']","['kembung', 'makan', 'nafsu', 'penuh', 'ubah', 'perut']"
395,pernapasan,batuk dada mendadak napas nyeri pendek,"['batuk', 'dada', 'mendadak', 'napas', 'nyeri', 'pendek']",<FreqDist with 6 samples and 6 outcomes>,"['batuk', 'dada', 'mendadak', 'napas', 'nyeri', 'pendek']","['batuk', 'dada', 'dadak', 'napas', 'nyeri', 'pendek']"
396,kanker,kabur kejang kepala penglihatan sakit,"['kabur', 'kejang', 'kepala', 'penglihatan', 'sakit']",<FreqDist with 5 samples and 5 outcomes>,"['kabur', 'kejang', 'kepala', 'penglihatan']","['kabur', 'kejang', 'kepala', 'lihat']"
397,kulit dan kelamin,berkerak gatal kepala kulit mati muncul serpihan,"['berkerak', 'gatal', 'kepala', 'kulit', 'mati', 'muncul', 'serpihan']",<FreqDist with 7 samples and 7 outcomes>,"['berkerak', 'gatal', 'kepala', 'kulit', 'mati', 'muncul', 'serpihan']","['kerak', 'gatal', 'kepala', 'kulit', 'mati', 'muncul', 'serpih']"
398,jantung,berlebih detak jantung kepala keringat meningkat sakit,"['berlebih', 'detak', 'jantung', 'kepala', 'keringat', 'meningkat', 'sakit']",<FreqDist with 7 samples and 7 outcomes>,"['berlebih', 'detak', 'jantung', 'kepala', 'keringat', 'meningkat']","['lebih', 'detak', 'jantung', 'kepala', 'keringat', 'tingkat']"
399,kulit dan kelamin,atau berdenyut berjam hubungan intim jam nyeri penetrasi saat sakit selama sensasi setelah terbakar,"['atau', 'berdenyut', 'berjam', 'hubungan', 'intim', 'jam', 'nyeri', 'penetrasi', 'saat', 'sakit', 'selama', 'sensasi', 'setelah', 'terbakar']",<FreqDist with 14 samples and 14 outcomes>,"['berdenyut', 'berjam', 'hubungan', 'intim', 'jam', 'nyeri', 'penetrasi', 'sensasi', 'terbakar']","['denyut', 'jam', 'hubung', 'intim', 'jam', 'nyeri', 'penetrasi', 'sensasi', 'bakar']"
400,kulit dan kelamin,buah di hebat nyeri pembengkakan perut skrotum zakar,"['buah', 'di', 'hebat', 'nyeri', 'pembengkakan', 'perut', 'skrotum', 'zakar']",<FreqDist with 8 samples and 8 outcomes>,"['buah', 'hebat', 'nyeri', 'pembengkakan', 'perut', 'skrotum', 'zakar']","['buah', 'hebat', 'nyeri', 'bengkak', 'perut', 'skrotum', 'zakar']"
401,kanker,demam napas sesak,"['demam', 'napas', 'sesak']",<FreqDist with 3 samples and 3 outcomes>,"['demam', 'napas', 'sesak']","['demam', 'napas', 'sesak']"
402,jantung,berdebar dada debar jantung napas nyeri sesak,"['berdebar', 'dada', 'debar', 'jantung', 'napas', 'nyeri', 'sesak']",<FreqDist with 7 samples and 7 outcomes>,"['berdebar', 'dada', 'debar', 'jantung', 'napas', 'nyeri', 'sesak']","['debar', 'dada', 'debar', 'jantung', 'napas', 'nyeri', 'sesak']"
403,kanker,batuk benjolan kelelahan kronis muncul nyeri,"['batuk', 'benjolan', 'kelelahan', 'kronis', 'muncul', 'nyeri']",<FreqDist with 6 samples and 6 outcomes>,"['batuk', 'benjolan', 'kelelahan', 'kronis', 'muncul', 'nyeri']","['batuk', 'benjol', 'lelah', 'kronis', 'muncul', 'nyeri']"
404,kanker,bengkak dan di kaku lokasi nyeri tumor,"['bengkak', 'dan', 'di', 'kaku', 'lokasi', 'nyeri', 'tumor']",<FreqDist with 7 samples and 7 outcomes>,"['bengkak', 'kaku', 'lokasi', 'nyeri', 'tumor']","['bengkak', 'kaku', 'lokasi', 'nyeri', 'tumor']"
405,perut,kembung kenyang kronik maag merasa selalu,"['kembung', 'kenyang', 'kronik', 'maag', 'merasa', 'selalu']",<FreqDist with 6 samples and 6 outcomes>,"['kembung', 'kenyang', 'kronik', 'maag']","['kembung', 'kenyang', 'kronik', 'maag']"
406,pernapasan,leher napas sakit serak sesak suara,"['leher', 'napas', 'sakit', 'serak', 'sesak', 'suara']",<FreqDist with 6 samples and 6 outcomes>,"['leher', 'napas', 'serak', 'sesak', 'suara']","['leher', 'napas', 'serak', 'sesak', 'suara']"
407,kanker,kembung kenyang kronik maag merasa selalu,"['kembung', 'kenyang', 'kronik', 'maag', 'merasa', 'selalu']",<FreqDist with 6 samples and 6 outcomes>,"['kembung', 'kenyang', 'kronik', 'maag']","['kembung', 'kenyang', 'kronik', 'maag']"
408,pernapasan,batuk berdahak,"['batuk', 'berdahak']",<FreqDist with 2 samples and 2 outcomes>,"['batuk', 'berdahak']","['batuk', 'dahak']"
409,kanker,atau benjolan berasal bukan dan dari kemaluan kulit luka menstruasi nyeri pada pendarahan perubahan struktur warna yang,"['atau', 'benjolan', 'berasal', 'bukan', 'dan', 'dari', 'kemaluan', 'kulit', 'luka', 'menstruasi', 'nyeri', 'pada', 'pendarahan', 'perubahan', 'struktur', 'warna', 'yang']",<FreqDist with 17 samples and 17 outcomes>,"['benjolan', 'berasal', 'kemaluan', 'kulit', 'luka', 'menstruasi', 'nyeri', 'pendarahan', 'perubahan', 'struktur', 'warna']","['benjol', 'asal', 'malu', 'kulit', 'luka', 'menstruasi', 'nyeri', 'darah', 'ubah', 'struktur', 'warna']"
410,kanker,benjolan di pada sakit tekanan tulang,"['benjolan', 'di', 'pada', 'sakit', 'tekanan', 'tulang']",<FreqDist with 6 samples and 6 outcomes>,"['benjolan', 'tekanan', 'tulang']","['benjol', 'tekan', 'tulang']"
411,kepala,berdenyut hilang keseimbangan vertigo,"['berdenyut', 'hilang', 'keseimbangan', 'vertigo']",<FreqDist with 4 samples and 4 outcomes>,"['berdenyut', 'hilang', 'keseimbangan', 'vertigo']","['denyut', 'hilang', 'imbang', 'vertigo']"
412,kulit dan kelamin,disentuh gatal hangat jika kemerahan kulit terasa,"['disentuh', 'gatal', 'hangat', 'jika', 'kemerahan', 'kulit', 'terasa']",<FreqDist with 7 samples and 7 outcomes>,"['disentuh', 'gatal', 'hangat', 'kemerahan', 'kulit']","['sentuh', 'gatal', 'hangat', 'merah', 'kulit']"
413,kanker,atau bawah benjolan di jaringan kulit lunak nyeri pada terasa,"['atau', 'bawah', 'benjolan', 'di', 'jaringan', 'kulit', 'lunak', 'nyeri', 'pada', 'terasa']",<FreqDist with 10 samples and 10 outcomes>,"['benjolan', 'jaringan', 'kulit', 'lunak', 'nyeri']","['benjol', 'jaring', 'kulit', 'lunak', 'nyeri']"
414,jantung,dada mual muntah nyeri,"['dada', 'mual', 'muntah', 'nyeri']",<FreqDist with 4 samples and 4 outcomes>,"['dada', 'mual', 'muntah', 'nyeri']","['dada', 'mual', 'muntah', 'nyeri']"
415,jantung,aritmia edema napas sesak,"['aritmia', 'edema', 'napas', 'sesak']",<FreqDist with 4 samples and 4 outcomes>,"['aritmia', 'edema', 'napas', 'sesak']","['aritmia', 'edema', 'napas', 'sesak']"
416,infeksi,atau dan di gatal jari kaki kering kulit mengelupas panas sela telapak,"['atau', 'dan', 'di', 'gatal', 'jari', 'kaki', 'kering', 'kulit', 'mengelupas', 'panas', 'sela', 'telapak']",<FreqDist with 12 samples and 12 outcomes>,"['gatal', 'jari', 'kaki', 'kering', 'kulit', 'mengelupas', 'panas', 'telapak']","['gatal', 'jari', 'kaki', 'kering', 'kulit', 'kelupas', 'panas', 'telapak']"
417,infeksi,demam di hari keringat limfatik malam penyumbatan,"['demam', 'di', 'hari', 'keringat', 'limfatik', 'malam', 'penyumbatan']",<FreqDist with 7 samples and 7 outcomes>,"['demam', 'keringat', 'limfatik', 'malam', 'penyumbatan']","['demam', 'keringat', 'limfatik', 'malam', 'sumbat']"
418,kepala,dingin disentuh gemetar kulit pucat saat tubuh,"['dingin', 'disentuh', 'gemetar', 'kulit', 'pucat', 'saat', 'tubuh']",<FreqDist with 7 samples and 7 outcomes>,"['dingin', 'disentuh', 'gemetar', 'kulit', 'pucat', 'tubuh']","['dingin', 'sentuh', 'gemetar', 'kulit', 'pucat', 'tubuh']"
419,kulit dan kelamin,area dagu dahi dan hidung membesar pada pori seperti  tampak wajah,"['area', 'dagu', 'dahi', 'dan', 'hidung', 'membesar', 'pada', 'pori', 'seperti', 'tampak', 'wajah']",<FreqDist with 11 samples and 11 outcomes>,"['area', 'dagu', 'dahi', 'hidung', 'membesar', 'pori', 'wajah']","['area', 'dagu', 'dahi', 'hidung', 'besar', 'pori', 'wajah']"
420,kanker,benjolan di kulit nyeri pembengkakan,"['benjolan', 'di', 'kulit', 'nyeri', 'pembengkakan']",<FreqDist with 5 samples and 5 outcomes>,"['benjolan', 'kulit', 'nyeri', 'pembengkakan']","['benjol', 'kulit', 'nyeri', 'bengkak']"
421,jantung,dada mual nyeri perut sakit,"['dada', 'mual', 'nyeri', 'perut', 'sakit']",<FreqDist with 5 samples and 5 outcomes>,"['dada', 'mual', 'nyeri', 'perut']","['dada', 'mual', 'nyeri', 'perut']"
422,kulit dan kelamin,atau benjolan berasal bukan dan dari kemaluan kulit luka menstruasi nyeri pada pendarahan perubahan struktur warna yang,"['atau', 'benjolan', 'berasal', 'bukan', 'dan', 'dari', 'kemaluan', 'kulit', 'luka', 'menstruasi', 'nyeri', 'pada', 'pendarahan', 'perubahan', 'struktur', 'warna', 'yang']",<FreqDist with 17 samples and 17 outcomes>,"['benjolan', 'berasal', 'kemaluan', 'kulit', 'luka', 'menstruasi', 'nyeri', 'pendarahan', 'perubahan', 'struktur', 'warna']","['benjol', 'asal', 'malu', 'kulit', 'luka', 'menstruasi', 'nyeri', 'darah', 'ubah', 'struktur', 'warna']"
423,infeksi,area atau bagian bawah bercak bintik celana di gatal hitam kecil pada paha perut terkena,"['area', 'atau', 'bagian', 'bawah', 'bercak', 'bintik', 'celana', 'di', 'gatal', 'hitam', 'kecil', 'pada', 'paha', 'perut', 'terkena']",<FreqDist with 15 samples and 15 outcomes>,"['area', 'bercak', 'bintik', 'celana', 'gatal', 'hitam', 'paha', 'perut', 'terkena']","['area', 'bercak', 'bintik', 'celana', 'gatal', 'hitam', 'paha', 'perut', 'kena']"
424,perut,diare kembung kram perut,"['diare', 'kembung', 'kram', 'perut']",<FreqDist with 4 samples and 4 outcomes>,"['diare', 'kembung', 'kram', 'perut']","['diare', 'kembung', 'kram', 'perut']"
425,kepala,gangguan kepala kesadaran penglihatan penurunan sakit,"['gangguan', 'kepala', 'kesadaran', 'penglihatan', 'penurunan', 'sakit']",<FreqDist with 6 samples and 6 outcomes>,"['gangguan', 'kepala', 'kesadaran', 'penglihatan', 'penurunan']","['ganggu', 'kepala', 'sadar', 'lihat', 'turun']"
426,kepala,berkomunikasi kehilangan kesulitan memori nalar sulit,"['berkomunikasi', 'kehilangan', 'kesulitan', 'memori', 'nalar', 'sulit']",<FreqDist with 6 samples and 6 outcomes>,"['berkomunikasi', 'kehilangan', 'kesulitan', 'memori', 'nalar', 'sulit']","['komunikasi', 'hilang', 'sulit', 'memori', 'nalar', 'sulit']"
427,perut,kram mual muntah perut,"['kram', 'mual', 'muntah', 'perut']",<FreqDist with 4 samples and 4 outcomes>,"['kram', 'mual', 'muntah', 'perut']","['kram', 'mual', 'muntah', 'perut']"
428,perut,air besar buang feses lembek sering,"['air', 'besar', 'buang', 'feses', 'lembek', 'sering']",<FreqDist with 6 samples and 6 outcomes>,"['air', 'buang', 'feses', 'lembek']","['air', 'buang', 'feses', 'lembek']"
429,perut,begah konstipasi kram perut terasa,"['begah', 'konstipasi', 'kram', 'perut', 'terasa']",<FreqDist with 5 samples and 5 outcomes>,"['begah', 'konstipasi', 'kram', 'perut']","['begah', 'konstipasi', 'kram', 'perut']"
430,perut,kembung mual perut sakit,"['kembung', 'mual', 'perut', 'sakit']",<FreqDist with 4 samples and 4 outcomes>,"['kembung', 'mual', 'perut']","['kembung', 'mual', 'perut']"
431,infeksi,dan demam kelelahan mual muntah,"['dan', 'demam', 'kelelahan', 'mual', 'muntah']",<FreqDist with 5 samples and 5 outcomes>,"['demam', 'kelelahan', 'mual', 'muntah']","['demam', 'lelah', 'mual', 'muntah']"
432,pernapasan,batuk dada di mengi rasa tertekan,"['batuk', 'dada', 'di', 'mengi', 'rasa', 'tertekan']",<FreqDist with 6 samples and 6 outcomes>,"['batuk', 'dada', 'mengi', 'tertekan']","['batuk', 'dada', 'mengi', 'tekan']"
433,kepala,berbicara mengunyah saat sakit senyum wajah,"['berbicara', 'mengunyah', 'saat', 'sakit', 'senyum', 'wajah']",<FreqDist with 6 samples and 6 outcomes>,"['berbicara', 'mengunyah', 'senyum', 'wajah']","['bicara', 'kunyah', 'senyum', 'wajah']"
434,perut,heartburn mengganjal mual tenggorokan terasa,"['heartburn', 'mengganjal', 'mual', 'tenggorokan', 'terasa']",<FreqDist with 5 samples and 5 outcomes>,"['heartburn', 'mengganjal', 'mual', 'tenggorokan']","['heartburn', 'ganjal', 'mual', 'tenggorok']"
435,kulit dan kelamin,bergelombang dan kulit permukaan rata tidak,"['bergelombang', 'dan', 'kulit', 'permukaan', 'rata', 'tidak']",<FreqDist with 6 samples and 6 outcomes>,"['bergelombang', 'kulit', 'permukaan']","['gelombang', 'kulit', 'muka']"
436,kulit dan kelamin,di kulit lepuhan muncul,"['di', 'kulit', 'lepuhan', 'muncul']",<FreqDist with 4 samples and 4 outcomes>,"['kulit', 'lepuhan', 'muncul']","['kulit', 'lepuh', 'muncul']"
437,perut,berdarah darah feses muntah perut sakit,"['berdarah', 'darah', 'feses', 'muntah', 'perut', 'sakit']",<FreqDist with 6 samples and 6 outcomes>,"['berdarah', 'darah', 'feses', 'muntah', 'perut']","['darah', 'darah', 'feses', 'muntah', 'perut']"
438,infeksi,ada bahu benjolan bergerak dan di gatal kepala kulit leher menerus merah terasa terus yang,"['ada', 'bahu', 'benjolan', 'bergerak', 'dan', 'di', 'gatal', 'kepala', 'kulit', 'leher', 'menerus', 'merah', 'terasa', 'terus', 'yang']",<FreqDist with 15 samples and 15 outcomes>,"['bahu', 'benjolan', 'bergerak', 'gatal', 'kepala', 'kulit', 'leher', 'menerus', 'merah']","['bahu', 'benjol', 'gerak', 'gatal', 'kepala', 'kulit', 'leher', 'terus', 'merah']"
439,perut,dan gatal kering kulit lelah mata mulut selalu terasa yang,"['dan', 'gatal', 'kering', 'kulit', 'lelah', 'mata', 'mulut', 'selalu', 'terasa', 'yang']",<FreqDist with 10 samples and 10 outcomes>,"['gatal', 'kering', 'kulit', 'lelah', 'mata', 'mulut']","['gatal', 'kering', 'kulit', 'lelah', 'mata', 'mulut']"
440,infeksi,kuning makan mual nafsu penyakit tidak,"['kuning', 'makan', 'mual', 'nafsu', 'penyakit', 'tidak']",<FreqDist with 6 samples and 6 outcomes>,"['kuning', 'makan', 'mual', 'nafsu', 'penyakit']","['kuning', 'makan', 'mual', 'nafsu', 'sakit']"
441,kulit dan kelamin,bawah benjolan bergerak di ditekan jika kulit lunak mudah,"['bawah', 'benjolan', 'bergerak', 'di', 'ditekan', 'jika', 'kulit', 'lunak', 'mudah']",<FreqDist with 9 samples and 9 outcomes>,"['benjolan', 'bergerak', 'ditekan', 'kulit', 'lunak', 'mudah']","['benjol', 'gerak', 'tekan', 'kulit', 'lunak', 'mudah']"
442,perut,badan bengkak berat bertambah kenyang merasa mudah perut,"['badan', 'bengkak', 'berat', 'bertambah', 'kenyang', 'merasa', 'mudah', 'perut']",<FreqDist with 8 samples and 8 outcomes>,"['badan', 'bengkak', 'berat', 'bertambah', 'kenyang', 'mudah', 'perut']","['badan', 'bengkak', 'berat', 'tambah', 'kenyang', 'mudah', 'perut']"
443,kepala,penipisan rambut,"['penipisan', 'rambut']",<FreqDist with 2 samples and 2 outcomes>,"['penipisan', 'rambut']","['nipis', 'rambut']"
444,kepala,berjalan kepala kesulitan muntah sakit,"['berjalan', 'kepala', 'kesulitan', 'muntah', 'sakit']",<FreqDist with 5 samples and 5 outcomes>,"['berjalan', 'kepala', 'kesulitan', 'muntah']","['jalan', 'kepala', 'sulit', 'muntah']"
445,kepala,gangguan gerak penglihatan,"['gangguan', 'gerak', 'penglihatan']",<FreqDist with 3 samples and 3 outcomes>,"['gangguan', 'gerak', 'penglihatan']","['ganggu', 'gerak', 'lihat']"
446,pernapasan,biru kehilangan kesadaran kulit menjadi sesak warna,"['biru', 'kehilangan', 'kesadaran', 'kulit', 'menjadi', 'sesak', 'warna']",<FreqDist with 7 samples and 7 outcomes>,"['biru', 'kehilangan', 'kesadaran', 'kulit', 'sesak', 'warna']","['biru', 'hilang', 'sadar', 'kulit', 'sesak', 'warna']"
447,kulit dan kelamin,bersisik dan gatal kulit merah,"['bersisik', 'dan', 'gatal', 'kulit', 'merah']",<FreqDist with 5 samples and 5 outcomes>,"['bersisik', 'gatal', 'kulit', 'merah']","['sisik', 'gatal', 'kulit', 'merah']"
448,kanker,atau di kunjung mati mulut rahang rasa sakit sariawan sembuh tenggorokan tidak yang,"['atau', 'di', 'kunjung', 'mati', 'mulut', 'rahang', 'rasa', 'sakit', 'sariawan', 'sembuh', 'tenggorokan', 'tidak', 'yang']",<FreqDist with 13 samples and 13 outcomes>,"['kunjung', 'mati', 'mulut', 'rahang', 'sariawan', 'sembuh', 'tenggorokan']","['kunjung', 'mati', 'mulut', 'rahang', 'sariawan', 'sembuh', 'tenggorok']"
449,perut,air buang kecil menahan menetes sulit terasa tidak tuntas urine yang,"['air', 'buang', 'kecil', 'menahan', 'menetes', 'sulit', 'terasa', 'tidak', 'tuntas', 'urine', 'yang']",<FreqDist with 11 samples and 11 outcomes>,"['air', 'buang', 'menahan', 'menetes', 'sulit', 'tuntas', 'urine']","['air', 'buang', 'tahan', 'tetes', 'sulit', 'tuntas', 'urine']"
450,kepala,leher lemah otot pusing sakit,"['leher', 'lemah', 'otot', 'pusing', 'sakit']",<FreqDist with 5 samples and 5 outcomes>,"['leher', 'lemah', 'otot', 'pusing']","['leher', 'lemah', 'otot', 'pusing']"
451,infeksi,demam gangguan mual pernapasan,"['demam', 'gangguan', 'mual', 'pernapasan']",<FreqDist with 4 samples and 4 outcomes>,"['demam', 'gangguan', 'mual', 'pernapasan']","['demam', 'ganggu', 'mual', 'napas']"
452,kepala,baru belajar informasi kebingungan kesulitan lalu masa mengingat peristiwa tampak,"['baru', 'belajar', 'informasi', 'kebingungan', 'kesulitan', 'lalu', 'masa', 'mengingat', 'peristiwa', 'tampak']",<FreqDist with 10 samples and 10 outcomes>,"['belajar', 'informasi', 'kebingungan', 'kesulitan', 'peristiwa']","['ajar', 'informasi', 'bingung', 'sulit', 'peristiwa']"
453,pernapasan,berasal darah dari hidung keluarnya yang,"['berasal', 'darah', 'dari', 'hidung', 'keluarnya', 'yang']",<FreqDist with 6 samples and 6 outcomes>,"['berasal', 'darah', 'hidung', 'keluarnya']","['asal', 'darah', 'hidung', 'keluar']"
454,jantung,kurang lelah makan mudah nafsu pernapasan teratur tidak,"['kurang', 'lelah', 'makan', 'mudah', 'nafsu', 'pernapasan', 'teratur', 'tidak']",<FreqDist with 8 samples and 8 outcomes>,"['lelah', 'makan', 'mudah', 'nafsu', 'pernapasan', 'teratur']","['lelah', 'makan', 'mudah', 'nafsu', 'napas', 'atur']"
455,kanker,batuk benjolan kelelahan kronis muncul nyeri,"['batuk', 'benjolan', 'kelelahan', 'kronis', 'muncul', 'nyeri']",<FreqDist with 6 samples and 6 outcomes>,"['batuk', 'benjolan', 'kelelahan', 'kronis', 'muncul', 'nyeri']","['batuk', 'benjol', 'lelah', 'kronis', 'muncul', 'nyeri']"
456,perut,bawah demam kanan mual perut sakit,"['bawah', 'demam', 'kanan', 'mual', 'perut', 'sakit']",<FreqDist with 6 samples and 6 outcomes>,"['demam', 'kanan', 'mual', 'perut']","['demam', 'kanan', 'mual', 'perut']"
457,pernapasan,batuk demam napas sesak,"['batuk', 'demam', 'napas', 'sesak']",<FreqDist with 4 samples and 4 outcomes>,"['batuk', 'demam', 'napas', 'sesak']","['batuk', 'demam', 'napas', 'sesak']"
458,perut,abnormal badan berat diare feses kronis penurunan,"['abnormal', 'badan', 'berat', 'diare', 'feses', 'kronis', 'penurunan']",<FreqDist with 7 samples and 7 outcomes>,"['abnormal', 'badan', 'berat', 'diare', 'feses', 'kronis', 'penurunan']","['abnormal', 'badan', 'berat', 'diare', 'feses', 'kronis', 'turun']"
459,infeksi,bawah benjolan buram di kejang kulit pandangan,"['bawah', 'benjolan', 'buram', 'di', 'kejang', 'kulit', 'pandangan']",<FreqDist with 7 samples and 7 outcomes>,"['benjolan', 'buram', 'kejang', 'kulit', 'pandangan']","['benjol', 'buram', 'kejang', 'kulit', 'pandang']"
460,jantung,henti jantung kejang pingsan,"['henti', 'jantung', 'kejang', 'pingsan']",<FreqDist with 4 samples and 4 outcomes>,"['henti', 'jantung', 'kejang', 'pingsan']","['henti', 'jantung', 'kejang', 'pingsan']"
461,kulit dan kelamin,benjolan kaki kulit menebal nyeri pada teraba terasa,"['benjolan', 'kaki', 'kulit', 'menebal', 'nyeri', 'pada', 'teraba', 'terasa']",<FreqDist with 8 samples and 8 outcomes>,"['benjolan', 'kaki', 'kulit', 'menebal', 'nyeri', 'teraba']","['benjol', 'kaki', 'kulit', 'tebal', 'nyeri', 'aba']"
462,kulit dan kelamin,area benjolan berhubungan dan di gatal genital perdarahan saat seks,"['area', 'benjolan', 'berhubungan', 'dan', 'di', 'gatal', 'genital', 'perdarahan', 'saat', 'seks']",<FreqDist with 10 samples and 10 outcomes>,"['area', 'benjolan', 'berhubungan', 'gatal', 'genital', 'perdarahan', 'seks']","['area', 'benjol', 'hubung', 'gatal', 'genital', 'darah', 'seks']"
463,kanker,benjolan di hilang lipatan nyeri paha terasa testis timbul yang,"['benjolan', 'di', 'hilang', 'lipatan', 'nyeri', 'paha', 'terasa', 'testis', 'timbul', 'yang']",<FreqDist with 10 samples and 10 outcomes>,"['benjolan', 'hilang', 'lipatan', 'nyeri', 'paha', 'testis', 'timbul']","['benjol', 'hilang', 'lipat', 'nyeri', 'paha', 'testis', 'timbul']"
464,kanker,benjol berlebihan cairan encer pendarahan secara vagina,"['benjol', 'berlebihan', 'cairan', 'encer', 'pendarahan', 'secara', 'vagina']",<FreqDist with 7 samples and 7 outcomes>,"['benjol', 'cairan', 'encer', 'pendarahan', 'vagina']","['benjol', 'cair', 'encer', 'darah', 'vagina']"
465,kepala,berjalan kabur kepala kesulitan normal pandangan tidak ukuran yang,"['berjalan', 'kabur', 'kepala', 'kesulitan', 'normal', 'pandangan', 'tidak', 'ukuran', 'yang']",<FreqDist with 9 samples and 9 outcomes>,"['berjalan', 'kabur', 'kepala', 'kesulitan', 'normal', 'pandangan', 'ukuran']","['jalan', 'kabur', 'kepala', 'sulit', 'normal', 'pandang', 'ukur']"
466,pernapasan,batuk bunyi kental lendir menerus menghasilkan napas pendek terus yang,"['batuk', 'bunyi', 'kental', 'lendir', 'menerus', 'menghasilkan', 'napas', 'pendek', 'terus', 'yang']",<FreqDist with 10 samples and 10 outcomes>,"['batuk', 'bunyi', 'kental', 'lendir', 'menerus', 'menghasilkan', 'napas', 'pendek']","['batuk', 'bunyi', 'kental', 'lendir', 'terus', 'hasil', 'napas', 'pendek']"
467,kulit dan kelamin,benjolan datar di kenyal kulit merah muncul permukaan tanda,"['benjolan', 'datar', 'di', 'kenyal', 'kulit', 'merah', 'muncul', 'permukaan', 'tanda']",<FreqDist with 9 samples and 9 outcomes>,"['benjolan', 'datar', 'kenyal', 'kulit', 'merah', 'muncul', 'permukaan', 'tanda']","['benjol', 'datar', 'kenyal', 'kulit', 'merah', 'muncul', 'muka', 'tanda']"
