,kategori,penyakit,gejala,gejala_tokens,gejala_tokens_fdist,gejala_tokens_WSW,gejala_tokens_stemmed
224,kanker,Kanker Vulva,atau benjolan berasal bukan dan dari kemaluan kulit luka menstruasi nyeri pada pendarahan perubahan struktur warna yang,"['atau', 'benjolan', 'berasal', 'bukan', 'dan', 'dari', 'kemaluan', 'kulit', 'luka', 'menstruasi', 'nyeri', 'pada', 'pendarahan', 'perubahan', 'struktur', 'warna', 'yang']",<FreqDist with 17 samples and 17 outcomes>,"['benjolan', 'berasal', 'kemaluan', 'kulit', 'luka', 'menstruasi', 'nyeri', 'pendarahan', 'perubahan', 'struktur', 'warna']","['benjol', 'asal', 'malu', 'kulit', 'luka', 'menstruasi', 'nyeri', 'darah', 'ubah', 'struktur', 'warna']"
225,kanker,Karsinoma Sel Basal,benjolan cokelat dan kulit lesi pada putih,"['benjolan', 'cokelat', 'dan', 'kulit', 'lesi', 'pada', 'putih']",<FreqDist with 7 samples and 7 outcomes>,"['benjolan', 'cokelat', 'kulit', 'lesi', 'putih']","['benjol', 'cokelat', 'kulit', 'lesi', 'putih']"
226,kanker,Karsinoma Sel Skuamosa,berwarna keras kulit luka merah nodul pada perubahan seperti sisik terdapat,"['berwarna', 'keras', 'kulit', 'luka', 'merah', 'nodul', 'pada', 'perubahan', 'seperti', 'sisik', 'terdapat']",<FreqDist with 11 samples and 11 outcomes>,"['berwarna', 'keras', 'kulit', 'luka', 'merah', 'nodul', 'perubahan', 'sisik']","['warna', 'keras', 'kulit', 'luka', 'merah', 'nodul', 'ubah', 'sisik']"
227,kanker,Leukemia,atau demam infeksi lelah menerus menggigil sering terus,"['atau', 'demam', 'infeksi', 'lelah', 'menerus', 'menggigil', 'sering', 'terus']",<FreqDist with 8 samples and 8 outcomes>,"['demam', 'infeksi', 'lelah', 'menerus', 'menggigil']","['demam', 'infeksi', 'lelah', 'terus', 'gigil']"
228,kanker,Leukemia Akut,kulit memar mudah napas pucat sesak,"['kulit', 'memar', 'mudah', 'napas', 'pucat', 'sesak']",<FreqDist with 6 samples and 6 outcomes>,"['kulit', 'memar', 'mudah', 'napas', 'pucat', 'sesak']","['kulit', 'memar', 'mudah', 'napas', 'pucat', 'sesak']"
229,kanker,Leukemia Limfoblastik Akut,dari demam gusi pendarahan sakit tulang,"['dari', 'demam', 'gusi', 'pendarahan', 'sakit', 'tulang']",<FreqDist with 6 samples and 6 outcomes>,"['demam', 'gusi', 'pendarahan', 'tulang']","['demam', 'gusi', 'darah', 'tulang']"
230,kanker,Limfoma,bening berkeringat di getah hari kelenjar letih malam merasa pembengkakan selalu,"['bening', 'berkeringat', 'di', 'getah', 'hari', 'kelenjar', 'letih', 'malam', 'merasa', 'pembengkakan', 'selalu']",<FreqDist with 11 samples and 11 outcomes>,"['bening', 'berkeringat', 'getah', 'kelenjar', 'letih', 'malam', 'pembengkakan']","['bening', 'keringat', 'getah', 'kelenjar', 'letih', 'malam', 'bengkak']"
231,kanker,Limfoma Burkitt,badan berat demam keringat malam penurunan,"['badan', 'berat', 'demam', 'keringat', 'malam', 'penurunan']",<FreqDist with 6 samples and 6 outcomes>,"['badan', 'berat', 'demam', 'keringat', 'malam', 'penurunan']","['badan', 'berat', 'demam', 'keringat', 'malam', 'turun']"
232,kanker,Limfoma Hodgkin,bening demam getah kelenjar keringat malam pembengkakan,"['bening', 'demam', 'getah', 'kelenjar', 'keringat', 'malam', 'pembengkakan']",<FreqDist with 7 samples and 7 outcomes>,"['bening', 'demam', 'getah', 'kelenjar', 'keringat', 'malam', 'pembengkakan']","['bening', 'demam', 'getah', 'kelenjar', 'keringat', 'malam', 'bengkak']"
233,kanker,Limfoma non-Hodgkin,bening bernapas demam di getah kelenjar leher pembengkakan sulit,"['bening', 'bernapas', 'demam', 'di', 'getah', 'kelenjar', 'leher', 'pembengkakan', 'sulit']",<FreqDist with 9 samples and 9 outcomes>,"['bening', 'bernapas', 'demam', 'getah', 'kelenjar', 'leher', 'pembengkakan', 'sulit']","['bening', 'napas', 'demam', 'getah', 'kelenjar', 'leher', 'bengkak', 'sulit']"
234,kanker,Liposarkoma,benjolan di kulit nyeri pembengkakan,"['benjolan', 'di', 'kulit', 'nyeri', 'pembengkakan']",<FreqDist with 5 samples and 5 outcomes>,"['benjolan', 'kulit', 'nyeri', 'pembengkakan']","['benjol', 'kulit', 'nyeri', 'bengkak']"
235,kanker,Melanoma Kuku,atau bawah cokelat di garis hitam kuku memar sembuh tidak yang,"['atau', 'bawah', 'cokelat', 'di', 'garis', 'hitam', 'kuku', 'memar', 'sembuh', 'tidak', 'yang']",<FreqDist with 11 samples and 11 outcomes>,"['cokelat', 'garis', 'hitam', 'kuku', 'memar', 'sembuh']","['cokelat', 'garis', 'hitam', 'kuku', 'memar', 'sembuh']"
236,kanker,Meningioma,kabur kejang kepala penglihatan sakit,"['kabur', 'kejang', 'kepala', 'penglihatan', 'sakit']",<FreqDist with 5 samples and 5 outcomes>,"['kabur', 'kejang', 'kepala', 'penglihatan']","['kabur', 'kejang', 'kepala', 'lihat']"
237,kanker,Mesothelioma,batuk dada dekat di napas nyeri rusuk sesak tulang,"['batuk', 'dada', 'dekat', 'di', 'napas', 'nyeri', 'rusuk', 'sesak', 'tulang']",<FreqDist with 9 samples and 9 outcomes>,"['batuk', 'dada', 'napas', 'nyeri', 'rusuk', 'sesak', 'tulang']","['batuk', 'dada', 'napas', 'nyeri', 'rusuk', 'sesak', 'tulang']"
238,kanker,Multiple Myeloma,anemia mudah nyeri patah tulang,"['anemia', 'mudah', 'nyeri', 'patah', 'tulang']",<FreqDist with 5 samples and 5 outcomes>,"['anemia', 'mudah', 'nyeri', 'patah', 'tulang']","['anemia', 'mudah', 'nyeri', 'patah', 'tulang']"
239,kanker,Neuroblastoma,benjolan dada di leher membesar napas perut sesak,"['benjolan', 'dada', 'di', 'leher', 'membesar', 'napas', 'perut', 'sesak']",<FreqDist with 8 samples and 8 outcomes>,"['benjolan', 'dada', 'leher', 'membesar', 'napas', 'perut', 'sesak']","['benjol', 'dada', 'leher', 'besar', 'napas', 'perut', 'sesak']"
240,kanker,Osteosarcoma,benjolan di nyeri pergerakan sekitar terbatas tubuh tulang yang,"['benjolan', 'di', 'nyeri', 'pergerakan', 'sekitar', 'terbatas', 'tubuh', 'tulang', 'yang']",<FreqDist with 9 samples and 9 outcomes>,"['benjolan', 'nyeri', 'pergerakan', 'terbatas', 'tubuh', 'tulang']","['benjol', 'nyeri', 'gera', 'batas', 'tubuh', 'tulang']"
241,kanker,Retinoblastoma,bengkak berwarna mata merah pupil putih,"['bengkak', 'berwarna', 'mata', 'merah', 'pupil', 'putih']",<FreqDist with 6 samples and 6 outcomes>,"['bengkak', 'berwarna', 'mata', 'merah', 'pupil', 'putih']","['bengkak', 'warna', 'mata', 'merah', 'pupil', 'putih']"
242,kanker,Rhabdomyosarcoma,atau bagian benjolan dada di kaki kepala leher lengan mata mimisan sakit selangkangan seperti tubuh,"['atau', 'bagian', 'benjolan', 'dada', 'di', 'kaki', 'kepala', 'leher', 'lengan', 'mata', 'mimisan', 'sakit', 'selangkangan', 'seperti', 'tubuh']",<FreqDist with 15 samples and 15 outcomes>,"['benjolan', 'dada', 'kaki', 'kepala', 'leher', 'lengan', 'mata', 'mimisan', 'selangkangan', 'tubuh']","['benjol', 'dada', 'kaki', 'kepala', 'leher', 'lengan', 'mata', 'mimisan', 'selangkang', 'tubuh']"
243,kanker,Sacrococcygeal Teratoma,air atau baru bayi berukuran besar bisa buang kecil lahir rahim tidak yang,"['air', 'atau', 'baru', 'bayi', 'berukuran', 'besar', 'bisa', 'buang', 'kecil', 'lahir', 'rahim', 'tidak', 'yang']",<FreqDist with 13 samples and 13 outcomes>,"['air', 'bayi', 'berukuran', 'buang', 'lahir', 'rahim']","['air', 'bayi', 'ukur', 'buang', 'lahir', 'rahim']"
244,kanker,Sarkoma Jaringan Lunak,atau bawah benjolan di jaringan kulit lunak nyeri pada terasa,"['atau', 'bawah', 'benjolan', 'di', 'jaringan', 'kulit', 'lunak', 'nyeri', 'pada', 'terasa']",<FreqDist with 10 samples and 10 outcomes>,"['benjolan', 'jaringan', 'kulit', 'lunak', 'nyeri']","['benjol', 'jaring', 'kulit', 'lunak', 'nyeri']"
245,kanker,Sindrom Zollinger-Ellison,kembung perut sakit sendawa,"['kembung', 'perut', 'sakit', 'sendawa']",<FreqDist with 4 samples and 4 outcomes>,"['kembung', 'perut', 'sendawa']","['kembung', 'perut', 'sendawa']"
246,kanker,Tumor,batuk benjolan kelelahan kronis muncul nyeri,"['batuk', 'benjolan', 'kelelahan', 'kronis', 'muncul', 'nyeri']",<FreqDist with 6 samples and 6 outcomes>,"['batuk', 'benjolan', 'kelelahan', 'kronis', 'muncul', 'nyeri']","['batuk', 'benjol', 'lelah', 'kronis', 'muncul', 'nyeri']"
247,kanker,Tumor Askin,badan benjolan berat dada di mendadak napas nyeri penurunan sesak terasa yang,"['badan', 'benjolan', 'berat', 'dada', 'di', 'mendadak', 'napas', 'nyeri', 'penurunan', 'sesak', 'terasa', 'yang']",<FreqDist with 12 samples and 12 outcomes>,"['badan', 'benjolan', 'berat', 'dada', 'mendadak', 'napas', 'nyeri', 'penurunan', 'sesak']","['badan', 'benjol', 'berat', 'dada', 'dadak', 'napas', 'nyeri', 'turun', 'sesak']"
248,kanker,Tumor Jinak Parotis,area atau benjolan dan di kanan kelemahan kiri nyeri otot pada pipi wajah,"['area', 'atau', 'benjolan', 'dan', 'di', 'kanan', 'kelemahan', 'kiri', 'nyeri', 'otot', 'pada', 'pipi', 'wajah']",<FreqDist with 13 samples and 13 outcomes>,"['area', 'benjolan', 'kanan', 'kelemahan', 'kiri', 'nyeri', 'otot', 'pipi', 'wajah']","['area', 'benjol', 'kanan', 'lemah', 'kiri', 'nyeri', 'otot', 'pipi', 'wajah']"
249,kanker,Tumor Rahang,bengkak benjolan dan di membuka mulut muncul nyeri rahang sulit,"['bengkak', 'benjolan', 'dan', 'di', 'membuka', 'mulut', 'muncul', 'nyeri', 'rahang', 'sulit']",<FreqDist with 10 samples and 10 outcomes>,"['bengkak', 'benjolan', 'membuka', 'mulut', 'muncul', 'nyeri', 'rahang', 'sulit']","['bengkak', 'benjol', 'buka', 'mulut', 'muncul', 'nyeri', 'rahang', 'sulit']"
250,kanker,Tumor Wilms,bengkak mual nyeri perut,"['bengkak', 'mual', 'nyeri', 'perut']",<FreqDist with 4 samples and 4 outcomes>,"['bengkak', 'mual', 'nyeri', 'perut']","['bengkak', 'mual', 'nyeri', 'perut']"
251,kepala,Abses Otak,dan demam gelisah kaku kepribadian leher menjadi perilaku perubahan,"['dan', 'demam', 'gelisah', 'kaku', 'kepribadian', 'leher', 'menjadi', 'perilaku', 'perubahan']",<FreqDist with 9 samples and 9 outcomes>,"['demam', 'gelisah', 'kaku', 'kepribadian', 'leher', 'perilaku', 'perubahan']","['demam', 'gelisah', 'kaku', 'pribadi', 'leher', 'perilaku', 'ubah']"
252,kepala,Acute Necrotizing Encephalopathy (ANE),berkomunikasi kesadaran lemah mampu penurunan tidak,"['berkomunikasi', 'kesadaran', 'lemah', 'mampu', 'penurunan', 'tidak']",<FreqDist with 6 samples and 6 outcomes>,"['berkomunikasi', 'kesadaran', 'lemah', 'penurunan']","['komunikasi', 'sadar', 'lemah', 'turun']"
253,kepala,Afasia,berbicara kesulitan lain memahami membaca menulis orang ucapan,"['berbicara', 'kesulitan', 'lain', 'memahami', 'membaca', 'menulis', 'orang', 'ucapan']",<FreqDist with 8 samples and 8 outcomes>,"['berbicara', 'kesulitan', 'memahami', 'membaca', 'menulis', 'orang', 'ucapan']","['bicara', 'sulit', 'paham', 'baca', 'tulis', 'orang', 'ucap']"
254,kepala,Ameloblastoma,dan di infeksi kurang menderita mineral mulut protein,"['dan', 'di', 'infeksi', 'kurang', 'menderita', 'mineral', 'mulut', 'protein']",<FreqDist with 8 samples and 8 outcomes>,"['infeksi', 'menderita', 'mineral', 'mulut', 'protein']","['infeksi', 'derita', 'mineral', 'mulut', 'protein']"
255,kepala,Amnesia,baru belajar informasi kebingungan kesulitan lalu masa mengingat peristiwa tampak,"['baru', 'belajar', 'informasi', 'kebingungan', 'kesulitan', 'lalu', 'masa', 'mengingat', 'peristiwa', 'tampak']",<FreqDist with 10 samples and 10 outcomes>,"['belajar', 'informasi', 'kebingungan', 'kesulitan', 'peristiwa']","['ajar', 'informasi', 'bingung', 'sulit', 'peristiwa']"
256,kepala,Amyotrophic Lateral Sclerosis (ALS),berjalan bicara dan jatuh menelan mudah sulit susah,"['berjalan', 'bicara', 'dan', 'jatuh', 'menelan', 'mudah', 'sulit', 'susah']",<FreqDist with 8 samples and 8 outcomes>,"['berjalan', 'bicara', 'jatuh', 'menelan', 'mudah', 'sulit', 'susah']","['jalan', 'bicara', 'jatuh', 'tel', 'mudah', 'sulit', 'susah']"
257,kepala,Aneurisma Otak,kabur kepala mati penglihatan rasa sakit,"['kabur', 'kepala', 'mati', 'penglihatan', 'rasa', 'sakit']",<FreqDist with 6 samples and 6 outcomes>,"['kabur', 'kepala', 'mati', 'penglihatan']","['kabur', 'kepala', 'mati', 'lihat']"
258,kepala,Bayi Lahir Tanpa Tempurung Kepala,atau beberapa belakang depan di hilang kepala sisi tengkorak tulang,"['atau', 'beberapa', 'belakang', 'depan', 'di', 'hilang', 'kepala', 'sisi', 'tengkorak', 'tulang']",<FreqDist with 10 samples and 10 outcomes>,"['hilang', 'kepala', 'sisi', 'tengkorak', 'tulang']","['hilang', 'kepala', 'sisi', 'tengkorak', 'tulang']"
259,kepala,Botak,penipisan rambut,"['penipisan', 'rambut']",<FreqDist with 2 samples and 2 outcomes>,"['penipisan', 'rambut']","['nipis', 'rambut']"
260,kepala,Cauliflower Ear,bergelombang kemerahan membengkak telinga terlipat yang,"['bergelombang', 'kemerahan', 'membengkak', 'telinga', 'terlipat', 'yang']",<FreqDist with 6 samples and 6 outcomes>,"['bergelombang', 'kemerahan', 'membengkak', 'telinga', 'terlipat']","['gelombang', 'merah', 'bengkak', 'telinga', 'lipat']"
261,kepala,Cedera Kepala,berputar kehilangan kejang kepala kesadaran mual ringan sakit sensasi terasa,"['berputar', 'kehilangan', 'kejang', 'kepala', 'kesadaran', 'mual', 'ringan', 'sakit', 'sensasi', 'terasa']",<FreqDist with 10 samples and 10 outcomes>,"['berputar', 'kehilangan', 'kejang', 'kepala', 'kesadaran', 'mual', 'ringan', 'sensasi']","['putar', 'hilang', 'kejang', 'kepala', 'sadar', 'mual', 'ringan', 'sensasi']"
262,kepala,Cedera Kepala Ringan,gangguan kepala kesadaran penglihatan penurunan sakit,"['gangguan', 'kepala', 'kesadaran', 'penglihatan', 'penurunan', 'sakit']",<FreqDist with 6 samples and 6 outcomes>,"['gangguan', 'kepala', 'kesadaran', 'penglihatan', 'penurunan']","['ganggu', 'kepala', 'sadar', 'lihat', 'turun']"
263,kepala,Craniosynostosis,abnormal atau bentuk kelainan kepala lambat menghilang pertumbuhan tengkorak ubun yang,"['abnormal', 'atau', 'bentuk', 'kelainan', 'kepala', 'lambat', 'menghilang', 'pertumbuhan', 'tengkorak', 'ubun', 'yang']",<FreqDist with 11 samples and 11 outcomes>,"['abnormal', 'bentuk', 'kelainan', 'kepala', 'lambat', 'menghilang', 'pertumbuhan', 'tengkorak', 'ubun']","['abnormal', 'bentuk', 'lain', 'kepala', 'lambat', 'hilang', 'tumbuh', 'tengkorak', 'ubun']"
264,kepala,Demensia,berkomunikasi kehilangan kesulitan memori nalar sulit,"['berkomunikasi', 'kehilangan', 'kesulitan', 'memori', 'nalar', 'sulit']",<FreqDist with 6 samples and 6 outcomes>,"['berkomunikasi', 'kehilangan', 'kesulitan', 'memori', 'nalar', 'sulit']","['komunikasi', 'hilang', 'sulit', 'memori', 'nalar', 'sulit']"
265,kepala,Dislokasi Sendi Temporomandibular,atas atau bawah dan dengan di digerakkan kaku nyeri rahang sejajar sulit tidak wajah,"['atas', 'atau', 'bawah', 'dan', 'dengan', 'di', 'digerakkan', 'kaku', 'nyeri', 'rahang', 'sejajar', 'sulit', 'tidak', 'wajah']",<FreqDist with 14 samples and 14 outcomes>,"['digerakkan', 'kaku', 'nyeri', 'rahang', 'sejajar', 'sulit', 'wajah']","['gerak', 'kaku', 'nyeri', 'rahang', 'sejajar', 'sulit', 'wajah']"
266,kepala,Ensefalitis Virus,batuk dan demam sakit tenggorokan,"['batuk', 'dan', 'demam', 'sakit', 'tenggorokan']",<FreqDist with 5 samples and 5 outcomes>,"['batuk', 'demam', 'tenggorokan']","['batuk', 'demam', 'tenggorok']"
267,kepala,Ensefalopati,darah lengkap mri ray tes ,"['darah', 'lengkap', 'mri', 'ray', 'tes']",<FreqDist with 5 samples and 5 outcomes>,"['darah', 'lengkap', 'mri', 'ray', 'tes']","['darah', 'lengkap', 'mri', 'ray', 'tes']"
268,kepala,Hematoma Epidural,dan kehilangan kepala kesadaran mual muntah sakit,"['dan', 'kehilangan', 'kepala', 'kesadaran', 'mual', 'muntah', 'sakit']",<FreqDist with 7 samples and 7 outcomes>,"['kehilangan', 'kepala', 'kesadaran', 'mual', 'muntah']","['hilang', 'kepala', 'sadar', 'mual', 'muntah']"
269,kepala,Hematoma Subdural,kehilangan kepala kesadaran perilaku perubahan sakit,"['kehilangan', 'kepala', 'kesadaran', 'perilaku', 'perubahan', 'sakit']",<FreqDist with 6 samples and 6 outcomes>,"['kehilangan', 'kepala', 'kesadaran', 'perilaku', 'perubahan']","['hilang', 'kepala', 'sadar', 'perilaku', 'ubah']"
270,kepala,Herniasi Otak,darah kepala lemah parah sakit tekanan tinggi tubuh yang,"['darah', 'kepala', 'lemah', 'parah', 'sakit', 'tekanan', 'tinggi', 'tubuh', 'yang']",<FreqDist with 9 samples and 9 outcomes>,"['darah', 'kepala', 'lemah', 'parah', 'tekanan', 'tubuh']","['darah', 'kepala', 'lemah', 'parah', 'tekan', 'tubuh']"
271,kepala,Hidrosefalus,berjalan kabur kepala kesulitan normal pandangan tidak ukuran yang,"['berjalan', 'kabur', 'kepala', 'kesulitan', 'normal', 'pandangan', 'tidak', 'ukuran', 'yang']",<FreqDist with 9 samples and 9 outcomes>,"['berjalan', 'kabur', 'kepala', 'kesulitan', 'normal', 'pandangan', 'ukuran']","['jalan', 'kabur', 'kepala', 'sulit', 'normal', 'pandang', 'ukur']"
272,kepala,Hidrosefalus Tekanan Normal,berjalan berkemih gangguan hilangnya ingatan jangka kesulitan pendek,"['berjalan', 'berkemih', 'gangguan', 'hilangnya', 'ingatan', 'jangka', 'kesulitan', 'pendek']",<FreqDist with 8 samples and 8 outcomes>,"['berjalan', 'berkemih', 'gangguan', 'hilangnya', 'ingatan', 'jangka', 'kesulitan', 'pendek']","['jalan', 'kemih', 'ganggu', 'hilang', 'ingat', 'jangka', 'sulit', 'pendek']"
273,kepala,Hipotermia,dingin disentuh gemetar kulit pucat saat tubuh,"['dingin', 'disentuh', 'gemetar', 'kulit', 'pucat', 'saat', 'tubuh']",<FreqDist with 7 samples and 7 outcomes>,"['dingin', 'disentuh', 'gemetar', 'kulit', 'pucat', 'tubuh']","['dingin', 'sentuh', 'gemetar', 'kulit', 'pucat', 'tubuh']"
274,kepala,Kanker Otak,berjalan kepala kesulitan muntah sakit,"['berjalan', 'kepala', 'kesulitan', 'muntah', 'sakit']",<FreqDist with 5 samples and 5 outcomes>,"['berjalan', 'kepala', 'kesulitan', 'muntah']","['jalan', 'kepala', 'sulit', 'muntah']"
275,kepala,Kejang,air berbuih dan hilangnya kejang kesadaran liur menetes otot yang,"['air', 'berbuih', 'dan', 'hilangnya', 'kejang', 'kesadaran', 'liur', 'menetes', 'otot', 'yang']",<FreqDist with 10 samples and 10 outcomes>,"['air', 'berbuih', 'hilangnya', 'kejang', 'kesadaran', 'liur', 'menetes', 'otot']","['air', 'buih', 'hilang', 'kejang', 'sadar', 'liur', 'tetes', 'otot']"
276,kepala,Kejang Demam,atau  dan dari demam gemeter hebat kaki lebih menyentakkan pingsan tangan,"['atau', 'dan', 'dari', 'demam', 'gemeter', 'hebat', 'kaki', 'lebih', 'menyentakkan', 'pingsan', 'tangan']",<FreqDist with 11 samples and 11 outcomes>,"['demam', 'gemeter', 'hebat', 'kaki', 'menyentakkan', 'pingsan', 'tangan']","['demam', 'gemeter', 'hebat', 'kaki', 'sentak', 'pingsan', 'tangan']"
277,kepala,Kepala Peyang (Plagiocephaly),atau bagian belakang datar di kepala nampak salah satu sejajar sisi tak telinga tidak ubun yang,"['atau', 'bagian', 'belakang', 'datar', 'di', 'kepala', 'nampak', 'salah', 'satu', 'sejajar', 'sisi', 'tak', 'telinga', 'tidak', 'ubun', 'yang']",<FreqDist with 16 samples and 16 outcomes>,"['datar', 'kepala', 'nampak', 'salah', 'sejajar', 'sisi', 'telinga', 'ubun']","['datar', 'kepala', 'nampak', 'salah', 'sejajar', 'sisi', 'telinga', 'ubun']"
278,kepala,Kernikterus,jaundice lesu mengantuk selalu,"['jaundice', 'lesu', 'mengantuk', 'selalu']",<FreqDist with 4 samples and 4 outcomes>,"['jaundice', 'lesu', 'mengantuk']","['jaundice', 'lesu', 'antuk']"
279,kepala,Koma,ada anggota cahaya gerakan kecuali mata merespons pupil refleks respons tertutup tidak tubuh yang,"['ada', 'anggota', 'cahaya', 'gerakan', 'kecuali', 'mata', 'merespons', 'pupil', 'refleks', 'respons', 'tertutup', 'tidak', 'tubuh', 'yang']",<FreqDist with 14 samples and 14 outcomes>,"['anggota', 'cahaya', 'gerakan', 'kecuali', 'mata', 'merespons', 'pupil', 'refleks', 'respons', 'tertutup', 'tubuh']","['anggota', 'cahaya', 'gera', 'kecuali', 'mata', 'respons', 'pupil', 'refleks', 'respons', 'tutup', 'tubuh']"
280,kepala,Lissencephaly,kesulitan makan menelan perkembangan terganggu,"['kesulitan', 'makan', 'menelan', 'perkembangan', 'terganggu']",<FreqDist with 5 samples and 5 outcomes>,"['kesulitan', 'makan', 'menelan', 'perkembangan', 'terganggu']","['sulit', 'makan', 'tel', 'kembang', 'ganggu']"
281,kepala,Lumpuh Otak,atau gangguan kaku lemah otot perkembangan terlalu,"['atau', 'gangguan', 'kaku', 'lemah', 'otot', 'perkembangan', 'terlalu']",<FreqDist with 7 samples and 7 outcomes>,"['gangguan', 'kaku', 'lemah', 'otot', 'perkembangan']","['ganggu', 'kaku', 'lemah', 'otot', 'kembang']"
282,kepala,Malformasi Chiari,leher lemah otot pusing sakit,"['leher', 'lemah', 'otot', 'pusing', 'sakit']",<FreqDist with 5 samples and 5 outcomes>,"['leher', 'lemah', 'otot', 'pusing']","['leher', 'lemah', 'otot', 'pusing']"
283,kepala,Meningitis,demam kaku kepala leher sakit tinggi,"['demam', 'kaku', 'kepala', 'leher', 'sakit', 'tinggi']",<FreqDist with 6 samples and 6 outcomes>,"['demam', 'kaku', 'kepala', 'leher']","['demam', 'kaku', 'kepala', 'leher']"
284,kepala,Meningitis Bakterialis,demam kepala leher sakit,"['demam', 'kepala', 'leher', 'sakit']",<FreqDist with 4 samples and 4 outcomes>,"['demam', 'kepala', 'leher']","['demam', 'kepala', 'leher']"
